Lat;Lon;Sats;X;Y
-21.7614905;-41.3369233;12;8.516;4.292
-21.7614905;-41.3369233;12;8.516;4.292
-21.7614907;-41.3369233;12;8.516;4.274
-21.7614907;-41.3369233;12;8.516;4.274
-21.7614917;-41.3369237;12;8.482;4.162
-21.7614917;-41.3369237;12;8.482;4.162
-21.7614927;-41.3369238;12;8.465;4.051
-21.7614927;-41.3369238;12;8.465;4.051
-21.7614938;-41.3369240;12;8.448;3.922
-21.7614938;-41.3369240;12;8.448;3.922
-21.7614940;-41.3369240;12;8.448;3.903
-21.7614940;-41.3369240;12;8.448;3.903
-21.7614947;-41.3369243;12;8.413;3.829
-21.7614947;-41.3369243;12;8.413;3.829
-21.7614955;-41.3369247;12;8.379;3.736
-21.7614955;-41.3369247;12;8.379;3.736
-21.7614965;-41.3369250;12;8.344;3.625
-21.7614965;-41.3369250;12;8.344;3.625
-21.7614977;-41.3369252;12;8.327;3.495
-21.7614977;-41.3369252;12;8.327;3.495
-21.7614978;-41.3369250;12;8.344;3.477
-21.7614978;-41.3369250;12;8.344;3.477
-21.7614978;-41.3369247;12;8.379;3.477
-21.7614978;-41.3369247;12;8.379;3.477
-21.7614978;-41.3369243;12;8.413;3.477
-21.7614978;-41.3369243;12;8.413;3.477
-21.7614983;-41.3369245;12;8.396;3.421
-21.7614983;-41.3369245;12;8.396;3.421
-21.7614988;-41.3369245;12;8.396;3.366
-21.7614988;-41.3369245;12;8.396;3.366
-21.7614992;-41.3369243;12;8.413;3.328
-21.7614992;-41.3369243;12;8.413;3.328
-21.7614998;-41.3369248;12;8.362;3.254
-21.7614998;-41.3369248;12;8.362;3.254
-21.7615010;-41.3369255;12;8.293;3.125
-21.7615010;-41.3369255;12;8.293;3.125
-21.7615015;-41.3369258;12;8.258;3.069
-21.7615015;-41.3369258;12;8.258;3.069
-21.7615023;-41.3369260;12;8.241;2.976
-21.7615023;-41.3369260;12;8.241;2.976
-21.7615033;-41.3369260;12;8.241;2.865
-21.7615033;-41.3369260;12;8.241;2.865
-21.7615042;-41.3369263;12;8.207;2.772
-21.7615042;-41.3369263;12;8.207;2.772
-21.7615047;-41.3369263;12;8.207;2.717
-21.7615047;-41.3369263;12;8.207;2.717
-21.7615052;-41.3369263;12;8.207;2.661
-21.7615052;-41.3369263;12;8.207;2.661
-21.7615067;-41.3369268;12;8.155;2.494
-21.7615067;-41.3369268;12;8.155;2.494
-21.7615077;-41.3369272;12;8.120;2.383
-21.7615077;-41.3369272;12;8.120;2.383
-21.7615087;-41.3369278;12;8.052;2.272
-21.7615087;-41.3369278;12;8.052;2.272
-21.7615098;-41.3369283;12;8.000;2.142
-21.7615098;-41.3369283;12;8.000;2.142
-21.7615103;-41.3369285;12;7.983;2.087
