Lat;Lon;Sats;X;Y
-21.7615043;-41.3370115;12;6.007;8.352
-21.7615043;-41.3370107;12;6.093;8.352
-21.7615043;-41.3370107;12;6.093;8.352
-21.7615045;-41.3370097;12;6.196;8.333
-21.7615045;-41.3370097;12;6.196;8.333
-21.7615043;-41.3370088;12;6.282;8.352
-21.7615043;-41.3370088;12;6.282;8.352
-21.7615043;-41.3370082;12;6.351;8.352
-21.7615043;-41.3370082;12;6.351;8.352
-21.7615047;-41.3370077;12;6.403;8.314
-21.7615047;-41.3370077;12;6.403;8.314
-21.7615048;-41.3370067;12;6.506;8.296
-21.7615048;-41.3370067;12;6.506;8.296
-21.7615048;-41.3370057;12;6.609;8.296
-21.7615048;-41.3370057;12;6.609;8.296
-21.7615048;-41.3370047;12;6.713;8.296
-21.7615048;-41.3370047;12;6.713;8.296
-21.7615048;-41.3370035;12;6.833;8.296
-21.7615048;-41.3370035;12;6.833;8.296
-21.7615050;-41.3370028;12;6.902;8.277
-21.7615050;-41.3370028;12;6.902;8.277
-21.7615052;-41.3370018;12;7.005;8.259
-21.7615052;-41.3370018;12;7.005;8.259
-21.7615053;-41.3370008;12;7.109;8.240
-21.7615053;-41.3370008;12;7.109;8.240
-21.7615055;-41.3369998;12;7.212;8.222
-21.7615055;-41.3369998;12;7.212;8.222
-21.7615055;-41.3369990;12;7.298;8.222
-21.7615055;-41.3369990;12;7.298;8.222
-21.7615057;-41.3369980;12;7.401;8.203
-21.7615057;-41.3369980;12;7.401;8.203
-21.7615057;-41.3369972;12;7.487;8.203
-21.7615057;-41.3369972;12;7.487;8.203
-21.7615057;-41.3369960;12;7.608;8.203
-21.7615057;-41.3369960;12;7.608;8.203
-21.7615057;-41.3369948;12;7.728;8.203
-21.7615057;-41.3369948;12;7.728;8.203
-21.7615057;-41.3369943;12;7.780;8.203
-21.7615057;-41.3369943;12;7.780;8.203
-21.7615057;-41.3369930;12;7.918;8.203
-21.7615057;-41.3369930;12;7.918;8.203
-21.7615058;-41.3369918;12;8.038;8.185
-21.7615058;-41.3369918;12;8.038;8.185
-21.7615060;-41.3369912;12;8.107;8.166
-21.7615060;-41.3369912;12;8.107;8.166
-21.7615062;-41.3369905;12;8.176;8.148
-21.7615062;-41.3369905;12;8.176;8.148
-21.7615065;-41.3369893;12;8.296;8.111
-21.7615065;-41.3369893;12;8.296;8.111
-21.7615065;-41.3369885;12;8.382;8.111
-21.7615065;-41.3369885;12;8.382;8.111
-21.7615065;-41.3369875;12;8.486;8.111
-21.7615065;-41.3369875;12;8.486;8.111
-21.7615067;-41.3369868;12;8.554;8.092
-21.7615067;-41.3369868;12;8.554;8.092
-21.7615068;-41.3369860;12;8.640;8.074
-21.7615068;-41.3369860;12;8.640;8.074
-21.7615068;-41.3369850;12;8.744;8.074
-21.7615068;-41.3369850;12;8.744;8.074
-21.7615067;-41.3369842;12;8.830;8.092
-21.7615067;-41.3369842;12;8.830;8.092
-21.7615067;-41.3369830;12;8.950;8.092
-21.7615067;-41.3369830;12;8.950;8.092
-21.7615067;-41.3369822;12;9.036;8.092
-21.7615067;-41.3369822;12;9.036;8.092
-21.7615068;-41.3369813;12;9.122;8.074
-21.7615068;-41.3369813;12;9.122;8.074
-21.7615072;-41.3369807;12;9.191;8.036
-21.7615072;-41.3369807;12;9.191;8.036
-21.7615073;-41.3369797;12;9.294;8.018
-21.7615073;-41.3369797;12;9.294;8.018
-21.7615078;-41.3369787;12;9.398;7.962
-21.7615078;-41.3369787;12;9.398;7.962
-21.7615080;-41.3369777;12;9.501;7.944
-21.7615080;-41.3369777;12;9.501;7.944
-21.7615087;-41.3369768;12;9.587;7.870
-21.7615087;-41.3369768;12;9.587;7.870
-21.7615088;-41.3369762;12;9.656;7.851
-21.7615088;-41.3369762;12;9.656;7.851
-21.7615088;-41.3369753;12;9.742;7.851
-21.7615088;-41.3369753;12;9.742;7.851
-21.7615092;-41.3369742;12;9.862;7.814
-21.7615092;-41.3369742;12;9.862;7.814
-21.7615095;-41.3369732;12;9.966;7.777
-21.7615095;-41.3369732;12;9.966;7.777
-21.7615098;-41.3369723;12;10.052;7.740
-21.7615098;-41.3369723;12;10.052;7.740
-21.7615100;-41.3369713;12;10.155;7.721
-21.7615100;-41.3369713;12;10.155;7.721
-21.7615107;-41.3369703;12;10.258;7.647
-21.7615107;-41.3369703;12;10.258;7.647
-21.7615110;-41.3369697;12;10.327;7.610
-21.7615110;-41.3369697;12;10.327;7.610
-21.7615108;-41.3369690;12;10.396;7.629
-21.7615108;-41.3369690;12;10.396;7.629
-21.7615120;-41.3369687;12;10.430;7.499
-21.7615120;-41.3369687;12;10.430;7.499
-21.7615132;-41.3369677;12;10.534;7.369
-21.7615132;-41.3369677;12;10.534;7.369
-21.7615133;-41.3369667;12;10.637;7.351
-21.7615133;-41.3369667;12;10.637;7.351
-21.7615138;-41.3369662;12;10.689;7.295
-21.7615138;-41.3369662;12;10.689;7.295
-21.7615142;-41.3369653;12;10.775;7.258
-21.7615142;-41.3369653;12;10.775;7.258
-21.7615138;-41.3369650;12;10.809;7.295
-21.7615138;-41.3369650;12;10.809;7.295
-21.7615135;-41.3369645;12;10.861;7.332
-21.7615135;-41.3369645;12;10.861;7.332
-21.7615135;-41.3369640;12;10.912;7.332
-21.7615135;-41.3369640;12;10.912;7.332
-21.7615137;-41.3369635;12;10.964;7.314
-21.7615137;-41.3369635;12;10.964;7.314
-21.7615147;-41.3369622;12;11.102;7.202
-21.7615147;-41.3369622;12;11.102;7.202
-21.7615152;-41.3369613;12;11.188;7.147
-21.7615152;-41.3369613;12;11.188;7.147
-21.7615158;-41.3369603;12;11.291;7.073
-21.7615158;-41.3369603;12;11.291;7.073
-21.7615165;-41.3369595;12;11.377;6.999
-21.7615165;-41.3369595;12;11.377;6.999
-21.7615170;-41.3369592;12;11.411;6.943
-21.7615170;-41.3369592;12;11.411;6.943
-21.7615175;-41.3369585;12;11.480;6.887
-21.7615175;-41.3369585;12;11.480;6.887
-21.7615182;-41.3369578;12;11.549;6.813
-21.7615182;-41.3369578;12;11.549;6.813
-21.7615187;-41.3369572;12;11.618;6.758
-21.7615187;-41.3369572;12;11.618;6.758
-21.7615195;-41.3369565;12;11.687;6.665
-21.7615195;-41.3369565;12;11.687;6.665
-21.7615203;-41.3369557;12;11.773;6.572
-21.7615203;-41.3369557;12;11.773;6.572
-21.7615208;-41.3369550;12;11.842;6.517
-21.7615208;-41.3369550;12;11.842;6.517
-21.7615218;-41.3369542;12;11.928;6.406
-21.7615218;-41.3369542;12;11.928;6.406
-21.7615227;-41.3369537;12;11.979;6.313
-21.7615227;-41.3369537;12;11.979;6.313
-21.7615237;-41.3369532;12;12.031;6.202
-21.7615237;-41.3369532;12;12.031;6.202
-21.7615245;-41.3369525;12;12.100;6.109
-21.7615245;-41.3369525;12;12.100;6.109
-21.7615255;-41.3369520;12;12.152;5.998
-21.7615255;-41.3369520;12;12.152;5.998
-21.7615263;-41.3369517;12;12.186;5.905
-21.7615263;-41.3369517;12;12.186;5.905
-21.7615272;-41.3369515;12;12.203;5.812
-21.7615272;-41.3369515;12;12.203;5.812
-21.7615285;-41.3369512;12;12.238;5.664
-21.7615285;-41.3369512;12;12.238;5.664
-21.7615293;-41.3369510;12;12.255;5.572
-21.7615293;-41.3369510;12;12.255;5.572
-21.7615305;-41.3369510;12;12.255;5.442
-21.7615305;-41.3369510;12;12.255;5.442
-21.7615318;-41.3369505;12;12.307;5.294
-21.7615318;-41.3369505;12;12.307;5.294
-21.7615330;-41.3369503;12;12.324;5.164
-21.7615330;-41.3369503;12;12.324;5.164
-21.7615342;-41.3369503;12;12.324;5.034
-21.7615342;-41.3369503;12;12.324;5.034
-21.7615350;-41.3369505;12;12.307;4.942
-21.7615350;-41.3369505;12;12.307;4.942
-21.7615363;-41.3369505;12;12.307;4.793
-21.7615363;-41.3369505;12;12.307;4.793
-21.7615378;-41.3369505;12;12.307;4.626
-21.7615378;-41.3369505;12;12.307;4.626
-21.7615388;-41.3369505;12;12.307;4.515
-21.7615388;-41.3369505;12;12.307;4.515
-21.7615398;-41.3369505;12;12.307;4.404
-21.7615398;-41.3369505;12;12.307;4.404
-21.7615410;-41.3369503;12;12.324;4.274
-21.7615410;-41.3369503;12;12.324;4.274
-21.7615420;-41.3369503;12;12.324;4.163
-21.7615420;-41.3369503;12;12.324;4.163
-21.7615432;-41.3369505;12;12.307;4.033
-21.7615432;-41.3369505;12;12.307;4.033
